,name,postcode,property_type,bedrooms,bathrooms,parking,schools,cost_text,train_station(m),CBD(m),population2022,population2023,population2024,population2025,income2022,income2023,income2024,income2025,price_label
5692,46/7 Hartington St Northcote VIC 3070,3070,Apartment / Unit / Flat,1,1,0,0.3,220.0,535.4,6279.8,26596.0,25814.0,25056.0,24319.0,75006,78464,82081,85865,0
5688,313 Waverley Road Malvern East VIC 3145,3145,Apartment / Unit / Flat,1,1,0,0.6,220.0,1187.5,14022.0,43092.0,41863.0,40672.0,39516.0,185083,189702,194442,199307,0
5686,54B/116-130 Main Drive Macleod VIC 3085,3085,Studio,0,0,1,0.8,220.0,3272.0,16348.5,14992.0,14668.0,14352.0,14045.0,115582,119258,123055,126977,0
5685,95C/116-130 Main Drive Macleod VIC 3085,3085,Studio,0,0,1,0.8,220.0,3272.0,16348.5,14992.0,14668.0,14352.0,14045.0,115582,119258,123055,126977,0
5684,37A/116-130 Main Drive Macleod VIC 3085,3085,Studio,0,0,1,0.8,220.0,3272.0,16348.5,14992.0,14668.0,14352.0,14045.0,115582,119258,123055,126977,0
5108,5 Morris Court Dandenong North VIC 3175,3175,House,1,1,0,0.6,220.0,5374.1,31531.7,80706.0,78906.0,77174.0,75506.0,154868,159292,163846,168535,0
5523,3/22 Riddell Road Sunbury VIC 3429,3429,Apartment / Unit / Flat,1,1,0,0.2,220.0,1030.7,40175.8,39033.0,39423.0,39819.0,40222.0,132902,138467,144266,150309,0
5682,27A/116-130 Main Drive Macleod VIC 3085,3085,Studio,0,0,1,0.8,220.0,3272.0,16348.5,14992.0,14668.0,14352.0,14045.0,115582,119258,123055,126977,0
5537,Car Space/6 Leicester Street Carlton VIC 3053,3053,House,1,1,1,0.8,220.0,1133.1,1426.7,20750.0,18664.0,16787.0,15099.0,35718,36817,37950,39118,0
5689,47/546 Flinders Street Melbourne VIC 3000,3000,Studio,0,0,1,2.6,220.0,1574.2,1685.3,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077,0
5690,204/445 Elizabeth Street Melbourne VIC 3000,3000,Studio,1,1,0,1.1,220.0,670.5,964.1,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077,0
5691,"24/7 Hartington St, Northcote VIC 3070",3070,Apartment / Unit / Flat,1,1,0,0.3,220.0,535.4,6279.8,26596.0,25814.0,25056.0,24319.0,75006,78464,82081,85865,0
4821,4/116 Inkerman Street St Kilda VIC 3182,3182,Apartment / Unit / Flat,1,1,1,0.5,220.0,1125.6,6833.0,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747,0
5687,66B/116-130 Main Drive Macleod VIC 3085,3085,Studio,1,1,0,0.8,220.0,3272.0,16348.5,14992.0,14668.0,14352.0,14045.0,115582,119258,123055,126977,0
5699,55B/116-130 Main Drive Macleod VIC 3085,3085,Studio,0,0,1,0.8,225.0,3272.0,16348.5,14992.0,14668.0,14352.0,14045.0,115582,119258,123055,126977,0
5698,31A/116-130 Main Drive Macleod VIC 3085,3085,Studio,0,0,1,0.8,225.0,3272.0,16348.5,14992.0,14668.0,14352.0,14045.0,115582,119258,123055,126977,0
1395,17/677 Park Street Brunswick VIC 3056,3056,Studio,1,1,0,0.5,225.0,1141.3,4567.3,17310.0,16654.0,16022.0,15415.0,68842,72533,76422,80520,0
5697,32A/116-130 Main Drive Macleod VIC 3085,3085,Studio,0,0,1,0.8,225.0,3272.0,16348.5,14992.0,14668.0,14352.0,14045.0,115582,119258,123055,126977,0
5005,19/390 Burwood Highway Burwood VIC 3125,3125,Apartment / Unit / Flat,1,1,0,1.8,230.0,3381.7,17604.8,22482.0,21795.0,21129.0,20484.0,102314,103847,105411,107006,0
5047,211/313-319 Waverley Road Malvern East VIC 3145,3145,Studio,1,1,0,0.6,230.0,1187.5,14022.0,43092.0,41863.0,40672.0,39516.0,185083,189702,194442,199307,0
5048,121/313-319 Waverley Road Malvern East VIC 3145,3145,Studio,1,1,0,0.6,230.0,1187.5,14022.0,43092.0,41863.0,40672.0,39516.0,185083,189702,194442,199307,0
1278,10/5 Wilson Street Murrumbeena VIC 3163,3163,Apartment / Unit / Flat,1,1,1,0.3,230.0,1262.7,15789.3,47117.0,45748.0,44424.0,43142.0,251303,258748,266444,274401,0
5714,27 Weldon Street Tarneit VIC 3029,3029,House,1,1,1,1.8,230.0,6866.7,32633.3,100224.0,104172.0,108388.0,112884.0,169694,173516,177436,181457,0
5713,5/19 Charnwood Road St Kilda VIC 3182,3182,Studio,1,1,0,0.8,230.0,1078.6,6721.0,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747,0
5712,Corner Cnr Hudson Road & Hall Street Spotswood VIC 3015,3015,Studio,1,1,0,0.4,230.0,97.9,10040.0,19427.0,19243.0,19062.0,18881.0,88710,93800,99182,104873,0
5709,7 White Street Oakleigh East VIC 3166,3166,Townhouse,1,1,0,0.3,230.0,1610.5,20989.5,26711.0,26267.0,25833.0,25407.0,120758,124077,127489,130996,0
5675,11/515 Sydney Road Brunswick VIC 3056,3056,Apartment / Unit / Flat,1,1,0,0.8,230.0,553.4,5507.8,17310.0,16654.0,16022.0,15415.0,68842,72533,76422,80520,0
5700,216 Burwood Highway Burwood VIC 3125,3125,Apartment / Unit / Flat,1,1,4,1.2,230.0,3864.9,16047.8,22482.0,21795.0,21129.0,20484.0,102314,103847,105411,107006,0
5710,1-5 Donald Street Prahran VIC 3181,3181,Apartment / Unit / Flat,1,1,0,0.5,230.0,556.0,5576.0,20442.0,19535.0,18669.0,17840.0,76595,80071,83705,87504,0
5701,13/390 Burwood Highway Burwood VIC 3125,3125,Apartment / Unit / Flat,1,1,0,1.8,230.0,3381.7,17604.8,22482.0,21795.0,21129.0,20484.0,102314,103847,105411,107006,0
5702,1457 North Road Clayton VIC 3168,3168,Apartment / Unit / Flat,1,1,0,0.2,230.0,1515.9,22507.8,23358.0,21169.0,19186.0,17389.0,29868,29462,29062,28667,0
5703,9/22 Empire Street Footscray VIC 3011,3011,Apartment / Unit / Flat,1,1,1,0.3,230.0,2134.4,8494.8,25749.0,25312.0,24882.0,24461.0,135845,141657,147725,154059,0
5705,48-50 Fogarty Ave Highton VIC 3216,3216,House,2,4,0,1.8,230.0,3546.8,85751.8,59229.0,60753.0,62377.0,64109.0,184195,192855,201927,211432,0
1503,1/37 Hope Street South Yarra VIC 3141,3141,Studio,0,0,1,0.8,230.0,1378.9,3902.4,21173.0,20160.0,19196.0,18280.0,101617,99762,99049,99286,0
5706,78C/116-130 Main Drive Macleod VIC 3085,3085,Studio,1,1,0,0.8,230.0,3272.0,16348.5,14992.0,14668.0,14352.0,14045.0,115582,119258,123055,126977,0
5707,91C/116-130 Main Drive Macleod VIC 3085,3085,Studio,0,0,1,0.8,230.0,3272.0,16348.5,14992.0,14668.0,14352.0,14045.0,115582,119258,123055,126977,0
5708,49B/116-130 Main Drive Macleod VIC 3085,3085,Studio,0,0,1,0.8,230.0,3272.0,16348.5,14992.0,14668.0,14352.0,14045.0,115582,119258,123055,126977,0
5704,133 Droop Street Footscray VIC 3011,3011,Studio,0,0,1,0.2,230.0,1593.9,7952.2,25749.0,25312.0,24882.0,24461.0,135845,141657,147725,154059,0
4787,2/245 Gower Street Preston VIC 3072,3072,Apartment / Unit / Flat,1,1,0,0.1,235.0,663.6,10238.6,36088.0,35511.0,34945.0,34389.0,130429,136500,142854,149505,0
5254,3 Mentha Street Sunshine West VIC 3020,3020,Apartment / Unit / Flat,1,1,2,0.7,235.0,690.6,22771.9,39344.0,38004.0,36712.0,35467.0,194856,199417,204092,208885,0
4961,1/29 Hutton Street Dandenong VIC 3175,3175,Studio,1,1,0,0.9,235.0,1290.4,34721.6,80706.0,78906.0,77174.0,75506.0,154868,159292,163846,168535,0
4963,15/280 Sunshine Road Sunshine VIC 3020,3020,Apartment / Unit / Flat,1,1,1,1.0,235.0,1791.4,11575.9,39344.0,38004.0,36712.0,35467.0,194856,199417,204092,208885,0
5000,48/11-13 Cooma Street Preston VIC 3072,3072,Apartment / Unit / Flat,1,1,1,0.1,235.0,698.9,10273.9,36088.0,35511.0,34945.0,34389.0,130429,136500,142854,149505,0
5332,206/32 St Edmonds Road Prahran VIC 3181,3181,Studio,1,1,0,0.2,235.0,305.4,5933.7,20442.0,19535.0,18669.0,17840.0,76595,80071,83705,87504,0
5251,4/30 Empire Street Footscray VIC 3011,3011,Apartment / Unit / Flat,1,1,1,0.3,235.0,2268.9,8629.3,25749.0,25312.0,24882.0,24461.0,135845,141657,147725,154059,0
4909,11/56 Barkly Street St Kilda VIC 3182,3182,Apartment / Unit / Flat,1,1,1,1.0,240.0,1585.9,6276.7,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747,0
629,8/10 Princes Street Flemington VIC 3031,3031,Apartment / Unit / Flat,1,1,1,0.3,240.0,756.6,4257.6,16185.0,15584.0,15009.0,14459.0,139670,144829,150178,155724,0
5720,131D/116-130 Main Drive Macleod VIC 3085,3085,Studio,1,1,0,0.8,240.0,3272.0,16348.5,14992.0,14668.0,14352.0,14045.0,115582,119258,123055,126977,0
1633,10/10 Larbert Road Noble Park VIC 3174,3174,Apartment / Unit / Flat,1,1,1,0.7,240.0,1454.4,31703.7,31243.0,30047.0,28899.0,27798.0,96270,98881,101565,104325,0
5723,10/137 Corrigan Road Noble Park VIC 3174,3174,Apartment / Unit / Flat,1,1,1,0.7,240.0,1252.8,34651.1,31243.0,30047.0,28899.0,27798.0,96270,98881,101565,104325,0
181,44/25 Redan Street St Kilda VIC 3182,3182,Apartment / Unit / Flat,1,1,1,0.6,240.0,644.9,6848.4,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747,0
5719,2/14 Salisbury St Glenroy VIC 3046,3046,Apartment / Unit / Flat,1,1,1,0.6,240.0,941.5,14056.7,46849.0,45831.0,44838.0,43867.0,188361,195851,203646,211758,0
5722,1023 Dandenong Road Malvern East VIC 3145,3145,Apartment / Unit / Flat,1,1,0,1.0,240.0,1235.5,13708.5,43092.0,41863.0,40672.0,39516.0,185083,189702,194442,199307,0
5440,22/1 O'Connell Street North Melbourne VIC 3051,3051,Apartment / Unit / Flat,1,1,0,1.0,240.0,1211.8,1505.4,25025.0,23778.0,22593.0,21468.0,51986,53971,56032,58172,0
5726,5/15 Clarendon Parade West Footscray VIC 3012,3012,Apartment / Unit / Flat,1,1,1,0.9,240.0,1640.3,9497.5,41123.0,40240.0,39379.0,38541.0,248981,258941,269322,280142,0
5721,5/15 Omar Street Maidstone VIC 3012,3012,Apartment / Unit / Flat,1,1,1,1.3,240.0,2474.3,11103.7,41123.0,40240.0,39379.0,38541.0,248981,258941,269322,280142,0
5715,3/68 GRIEVE PARADE Altona VIC 3018,3018,Apartment / Unit / Flat,2,1,1,0.3,240.0,585.1,20051.7,14012.0,13940.0,13868.0,13797.0,72312,74951,77686,80521,0
5716,4/68 Grieve Parade Altona VIC 3018,3018,Apartment / Unit / Flat,2,1,1,0.3,240.0,585.1,20051.7,14012.0,13940.0,13868.0,13797.0,72312,74951,77686,80521,0
5359,7/23 Bendigo Avenue Elwood VIC 3184,3184,Apartment / Unit / Flat,1,1,1,0.4,240.0,2220.0,9400.0,15328.0,14698.0,14093.0,13513.0,71039,72528,74048,75600,0
5717,1/68 GRIEVE PARADE Altona VIC 3018,3018,Apartment / Unit / Flat,2,1,1,0.3,240.0,585.1,20051.7,14012.0,13940.0,13868.0,13797.0,72312,74951,77686,80521,0
5725,2/15 Clarendon Parade West Footscray VIC 3012,3012,Apartment / Unit / Flat,1,1,0,0.9,240.0,1640.3,9497.5,41123.0,40240.0,39379.0,38541.0,248981,258941,269322,280142,0
5192,3/18 Forrest Street Albion VIC 3020,3020,Apartment / Unit / Flat,1,1,1,0.7,245.0,909.0,14160.7,39344.0,38004.0,36712.0,35467.0,194856,199417,204092,208885,0
269,013/80 Cheltenham Road Dandenong VIC 3175,3175,Apartment / Unit / Flat,1,1,1,1.1,245.0,810.5,35865.4,80706.0,78906.0,77174.0,75506.0,154868,159292,163846,168535,0
5727,303/133 Droop Street Footscray VIC 3011,3011,Studio,1,1,0,0.2,245.0,1593.9,7952.2,25749.0,25312.0,24882.0,24461.0,135845,141657,147725,154059,0
1081,4/22 Magnolia Road Gardenvale VIC 3185,3185,Apartment / Unit / Flat,1,1,0,0.7,245.0,892.3,13428.0,10462.0,10074.0,9702.0,9343.0,143250,150160,157403,164996,0
5770,3/52 Greeves Street St Kilda VIC 3182,3182,House,1,1,1,0.5,249.0,1081.5,7158.1,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747,0
5728,712/15 - 27 Wreckyn Street North Melbourne VIC 3051,3051,Apartment / Unit / Flat,0,0,1,0.3,249.0,1562.5,1856.1,25025.0,23778.0,22593.0,21468.0,51986,53971,56032,58172,0
5769,rear/25 Alfreida St St Albans VIC 3021,3021,Apartment / Unit / Flat,2,1,0,0.6,250.0,540.2,23205.6,45495.0,44112.0,42773.0,41476.0,160789,167220,173917,180890,0
5767,3/49 Heather Grove Springvale VIC 3171,3171,Apartment / Unit / Flat,1,1,0,0.4,250.0,1834.4,28598.4,21806.0,20844.0,19925.0,19046.0,39932,40427,40928,41435,0
5766,4/34 Lightwood Road Springvale VIC 3171,3171,Apartment / Unit / Flat,1,1,1,1.4,250.0,747.5,35717.3,21806.0,20844.0,19925.0,19046.0,39932,40427,40928,41435,0
5768,8/40 Albert Avenue Springvale VIC 3171,3171,Apartment / Unit / Flat,1,1,0,1.4,250.0,1020.2,28158.7,21806.0,20844.0,19925.0,19046.0,39932,40427,40928,41435,0
5771,2/28 Sailisbury Werribee VIC 3030,3030,Apartment / Unit / Flat,2,1,2,0.6,250.0,2261.6,33429.1,83884.0,84882.0,85970.0,87152.0,250099,257670,265481,273539,0
5733,8/13 Crimea Street Caulfield North VIC 3161,3161,Apartment / Unit / Flat,1,1,0,0.3,250.0,1573.4,10056.9,10418.0,10185.0,9957.0,9734.0,56454,58176,59951,61780,0
5773,13/4 Techno Park Drive Williamstown North VIC 3016,3016,Apartment / Unit / Flat,1,1,1,1.3,250.0,3806.9,15052.7,16752.0,16444.0,16143.0,15846.0,72991,75151,77375,79665,0
5774,110/72 High Street Windsor VIC 3181,3181,Studio,0,0,1,0.3,250.0,610.1,5801.5,20442.0,19535.0,18669.0,17840.0,76595,80071,83705,87504,0
5775,38A High Street Yea VIC 3717,3717,Studio,0,0,0,0.4,250.0,37853.8,129269.2,3995.0,4079.0,4165.0,4253.0,49030,50590,52200,53861,0
5718,6 Carlson Avenue Clayton VIC 3168,3168,Apartment / Unit / Flat,1,1,0,0.7,250.0,2363.7,21669.9,23358.0,21169.0,19186.0,17389.0,29868,29462,29062,28667,0
489,208/44 Barkly Street St Kilda VIC 3182,3182,Apartment / Unit / Flat,1,1,1,1.2,250.0,1440.4,6199.0,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747,0
4861,6/4 Woods Avenue Mordialloc VIC 3195,3195,Apartment / Unit / Flat,1,1,1,0.6,250.0,1191.6,33906.1,40432.0,40009.0,39594.0,39186.0,308981,338274,372218,411723,0
527,5/148 Melville Road Pascoe Vale South VIC 3044,3044,Apartment / Unit / Flat,1,1,0,0.3,250.0,2417.1,9179.0,20221.0,19813.0,19414.0,19024.0,145602,152717,160181,168011,0
985,16/42 Waterloo Crescent St Kilda VIC 3182,3182,Studio,1,1,1,0.8,250.0,1815.8,6506.6,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747,0
865,8/131 Glenhuntly Road Elwood VIC 3184,3184,Studio,0,0,1,0.2,250.0,1001.1,9712.3,15328.0,14698.0,14093.0,13513.0,71039,72528,74048,75600,0
812,416/188 Peel Street North Melbourne VIC 3051,3051,Studio,0,0,1,0.7,250.0,1054.7,1386.4,25025.0,23778.0,22593.0,21468.0,51986,53971,56032,58172,0
4816,6/140 Maribyrnong Road Moonee Ponds VIC 3039,3039,Apartment / Unit / Flat,1,1,1,0.6,250.0,924.2,6844.8,15936.0,15682.0,15431.0,15184.0,71924,74586,77347,80210,0
5772,8/8 Carmichael Street West Footscray VIC 3012,3012,Apartment / Unit / Flat,1,1,1,0.5,250.0,1873.0,8936.3,41123.0,40240.0,39379.0,38541.0,248981,258941,269322,280142,0
5765,51 Garden Street South Yarra VIC 3141,3141,Apartment / Unit / Flat,1,1,0,1.1,250.0,1013.7,5930.1,21173.0,20160.0,19196.0,18280.0,101617,99762,99049,99286,0
5762,6 High Street North Melbourne VIC 3051,3051,Apartment / Unit / Flat,1,1,0,0.3,250.0,1750.9,2044.5,25025.0,23778.0,22593.0,21468.0,51986,53971,56032,58172,0
5763,8 Vale Street North Melbourne VIC 3051,3051,Apartment / Unit / Flat,0,0,1,0.3,250.0,1750.9,2044.5,25025.0,23778.0,22593.0,21468.0,51986,53971,56032,58172,0
5734,12/13 Payne Street Caulfield North VIC 3161,3161,Apartment / Unit / Flat,1,1,0,0.9,250.0,986.7,12369.0,10418.0,10185.0,9957.0,9734.0,56454,58176,59951,61780,0
5735,122/1457 North Road Clayton VIC 3168,3168,Apartment / Unit / Flat,2,1,0,0.2,250.0,1500.9,22492.8,23358.0,21169.0,19186.0,17389.0,29868,29462,29062,28667,0
5736,303/45 Victoria Parade Collingwood VIC 3066,3066,House,0,0,1,0.1,250.0,979.2,2555.6,11091.0,10881.0,10675.0,10473.0,77145,81693,86509,91609,0
5737,38 Lexton Avenue Dandenong VIC 3175,3175,Apartment / Unit / Flat,1,1,0,0.2,250.0,2659.3,33422.6,80706.0,78906.0,77174.0,75506.0,154868,159292,163846,168535,0
379,92/546 Flinders Street Melbourne VIC 3000,3000,Studio,0,0,1,2.6,250.0,1574.2,1685.3,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077,0
5731,201/1 Delany Avenue Burwood VIC 3125,3125,Studio,1,1,0,1.5,250.0,3356.8,16829.3,22482.0,21795.0,21129.0,20484.0,102314,103847,105411,107006,0
5730,308 Burwood Highway Burwood VIC 3125,3125,Apartment / Unit / Flat,1,1,11,1.4,250.0,3243.5,16716.0,22482.0,21795.0,21129.0,20484.0,102314,103847,105411,107006,0
5739,8 Main Street Eildon VIC 3713,3713,House,1,1,3,0.2,250.0,90192.5,143286.6,13697.0,14020.0,14351.0,14691.0,90405,93200,96082,99054,0
5740,202/133 Droop Street Footscray VIC 3011,3011,Studio,1,1,0,0.2,250.0,1593.4,7952.7,25749.0,25312.0,24882.0,24461.0,135845,141657,147725,154059,0
5741,214/133 Droop Street Footscray VIC 3011,3011,Studio,1,1,0,0.2,250.0,1593.9,7952.2,25749.0,25312.0,24882.0,24461.0,135845,141657,147725,154059,0
5742,208/133 Droop Street Footscray VIC 3011,3011,Studio,1,1,0,0.2,250.0,1593.4,7952.7,25749.0,25312.0,24882.0,24461.0,135845,141657,147725,154059,0
5729,15/449 Brunswick Road Brunswick West VIC 3055,3055,Apartment / Unit / Flat,1,1,1,0.6,250.0,1268.2,5496.9,26235.0,25552.0,24889.0,24246.0,141250,149574,158392,167734,0
5744,117-119 Ballarat Road Footscray VIC 3011,3011,Apartment / Unit / Flat,1,1,0,0.3,250.0,1459.8,7773.3,25749.0,25312.0,24882.0,24461.0,135845,141657,147725,154059,0
5745,309/133 Droop Street Footscray VIC 3011,3011,Studio,1,1,0,0.2,250.0,1593.4,7952.7,25749.0,25312.0,24882.0,24461.0,135845,141657,147725,154059,0
5746,307/133 Droop Street Footscray VIC 3011,3011,Studio,1,1,0,0.2,250.0,1593.9,7952.2,25749.0,25312.0,24882.0,24461.0,135845,141657,147725,154059,0
5747,103/133 Droop Street Footscray VIC 3011,3011,Studio,1,1,0,0.2,250.0,1593.9,7952.2,25749.0,25312.0,24882.0,24461.0,135845,141657,147725,154059,0
5748,5 Oxford Street Frankston VIC 3199,3199,Apartment / Unit / Flat,0,0,1,0.4,250.0,1643.1,55026.3,60500.0,59711.0,58932.0,58164.0,176387,182176,188161,194348,0
5732,131 Pelham Street Carlton VIC 3053,3053,Apartment / Unit / Flat,1,1,0,0.5,250.0,1144.2,1437.8,20750.0,18664.0,16787.0,15099.0,35718,36817,37950,39118,0
5761,2/5 Forster Street Noble Park VIC 3174,3174,Apartment / Unit / Flat,1,1,0,0.6,250.0,1534.2,34950.0,31243.0,30047.0,28899.0,27798.0,96270,98881,101565,104325,0
5760,10/32 Kelvinside Road Noble Park VIC 3174,3174,Apartment / Unit / Flat,1,1,1,0.9,250.0,873.8,33779.5,31243.0,30047.0,28899.0,27798.0,96270,98881,101565,104325,0
5759,6/28 Ardyne Street Murrumbeena VIC 3163,3163,Apartment / Unit / Flat,1,1,1,0.8,250.0,386.6,16266.2,47117.0,45748.0,44424.0,43142.0,251303,258748,266444,274401,0
5758,593 Elizabeth Street Melbourne VIC 3000,3000,Apartment / Unit / Flat,1,1,0,0.9,250.0,1067.4,1361.0,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077,0
5757,56/546 Flinders Street Melbourne VIC 3000,3000,Apartment / Unit / Flat,0,0,1,2.6,250.0,1574.2,1685.3,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077,0
5764,11/326 Plenty Road Preston VIC 3072,3072,Apartment / Unit / Flat,1,1,1,0.3,250.0,1005.8,10058.4,36088.0,35511.0,34945.0,34389.0,130429,136500,142854,149505,0
5756,67/546 Flinders Street Melbourne VIC 3000,3000,Apartment / Unit / Flat,0,0,1,2.6,250.0,1574.2,1685.3,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077,0
5754,2/32 Edgar Street Kingsville VIC 3012,3012,Apartment / Unit / Flat,2,1,1,0.4,250.0,1296.6,8826.8,41123.0,40240.0,39379.0,38541.0,248981,258941,269322,280142,0
5753,5/57 Kingsville Street Kingsville VIC 3012,3012,Apartment / Unit / Flat,1,1,1,0.5,250.0,1501.3,8950.9,41123.0,40240.0,39379.0,38541.0,248981,258941,269322,280142,0
5752,6/37 Trevannion Street Glenroy VIC 3046,3046,Apartment / Unit / Flat,1,1,0,1.1,250.0,442.7,14655.2,46849.0,45831.0,44838.0,43867.0,188361,195851,203646,211758,0
5751,10/125 Grange Road Glen Huntly VIC 3163,3163,Apartment / Unit / Flat,1,1,1,0.4,250.0,221.3,14399.7,47117.0,45748.0,44424.0,43142.0,251303,258748,266444,274401,0
5750,34 Smythe Street Geelong VIC 3220,3220,Apartment / Unit / Flat,2,2,0,0.8,250.0,450.3,73305.6,21151.0,21115.0,21079.0,21043.0,115692,118378,121126,123938,0
5749,325 Nepean Highway Frankston VIC 3199,3199,Apartment / Unit / Flat,1,1,1,1.1,250.0,1447.9,52997.6,60500.0,59711.0,58932.0,58164.0,176387,182176,188161,194348,0
5755,130D/116-130 Main Drive Macleod VIC 3085,3085,Studio,1,1,0,0.8,250.0,3272.0,16348.5,14992.0,14668.0,14352.0,14045.0,115582,119258,123055,126977,0
5738,1A Takeoff Street Diggers Rest VIC 3427,3427,Apartment / Unit / Flat,1,1,0,1.0,250.0,3049.4,37031.8,7368.0,7488.0,7611.0,7736.0,65436,67961,70583,73306,0
5077,Room 1/336 Burwood Highway Burwood VIC 3125,3125,House,1,2,0,1.5,250.0,3551.7,17024.2,22482.0,21795.0,21129.0,20484.0,102314,103847,105411,107006,0
5099,A/1 Takeoff Street Diggers Rest VIC 3427,3427,Apartment / Unit / Flat,1,1,0,1.0,250.0,3049.4,37031.8,7368.0,7488.0,7611.0,7736.0,65436,67961,70583,73306,0
4944,8/139 Napier Street Essendon VIC 3040,3040,Apartment / Unit / Flat,1,1,1,0.3,250.0,538.5,8644.4,30871.0,30241.0,29625.0,29022.0,139781,145188,150804,156638,0
4766,2/34 Geelong Road Footscray VIC 3011,3011,Apartment / Unit / Flat,1,1,1,0.4,250.0,901.8,7444.8,25749.0,25312.0,24882.0,24461.0,135845,141657,147725,154059,0
5405,9/1657 Sydney Road Campbellfield VIC 3061,3061,Apartment / Unit / Flat,1,1,1,1.0,250.0,1210.3,17297.3,1581.0,1525.0,1471.0,1420.0,40949,41549,42158,42776,0
5193,8/436 Geelong Road West Footscray VIC 3012,3012,Apartment / Unit / Flat,1,1,1,0.6,250.0,1807.5,9337.7,41123.0,40240.0,39379.0,38541.0,248981,258941,269322,280142,0
5520,16/200 Melrose Drive Tullamarine VIC 3043,3043,Apartment / Unit / Flat,1,1,1,0.5,250.0,6403.0,19044.6,20727.0,20328.0,19937.0,19554.0,200377,208183,216300,224740,0
5369,42/145 Canterbury Road Toorak VIC 3142,3142,Apartment / Unit / Flat,1,1,0,0.3,250.0,1219.9,6695.5,19980.0,19356.0,18754.0,18172.0,145927,152076,158484,165162,0
5194,209/903 Dandenong Road Malvern East VIC 3145,3145,Apartment / Unit / Flat,1,1,0,0.7,250.0,880.9,12645.4,43092.0,41863.0,40672.0,39516.0,185083,189702,194442,199307,0
5051,49/15 Hawthorn Road Caulfield North VIC 3161,3161,Apartment / Unit / Flat,1,1,0,0.6,250.0,802.0,10721.6,10418.0,10185.0,9957.0,9734.0,56454,58176,59951,61780,0
5350,2/4 Una Street Sunshine VIC 3020,3020,Apartment / Unit / Flat,1,1,1,0.3,250.0,1531.9,13304.5,39344.0,38004.0,36712.0,35467.0,194856,199417,204092,208885,0
5340,10/14 Lewis Street Frankston VIC 3199,3199,Studio,1,1,0,0.9,250.0,452.3,53000.6,60500.0,59711.0,58932.0,58164.0,176387,182176,188161,194348,0
4714,9/22 Empire Street Footscray VIC 3011,3011,Apartment / Unit / Flat,1,1,1,0.3,250.0,2134.4,8494.8,25749.0,25312.0,24882.0,24461.0,135845,141657,147725,154059,0
5224,1 Slevin Street North Geelong VIC 3215,3215,Apartment / Unit / Flat,1,1,1,1.4,250.0,820.6,70952.9,24555.0,24460.0,24367.0,24276.0,131652,138947,146646,154772,0
5050,3/15 Dover Street Flemington VIC 3031,3031,Apartment / Unit / Flat,1,1,0,0.5,250.0,1274.5,5839.3,16185.0,15584.0,15009.0,14459.0,139670,144829,150178,155724,0
4741,520/3-11 High Street North Melbourne VIC 3051,3051,Apartment / Unit / Flat,1,1,0,0.3,250.0,1800.8,2094.4,25025.0,23778.0,22593.0,21468.0,51986,53971,56032,58172,0
4762,37/109 Lygon Street Carlton VIC 3053,3053,Apartment / Unit / Flat,1,1,0,0.4,250.0,1157.8,1393.6,20750.0,18664.0,16787.0,15099.0,35718,36817,37950,39118,0
5549,639 Lonsdale Street Melbourne VIC 3004,3004,House,0,0,0,2.0,250.0,1575.7,1220.5,8538.0,8166.0,7812.0,7473.0,82000,78618,76292,74826,0
